date,region,total_orders,revenue,gross_margin,net_profit,marketing_spend,r_and_d_spend,operational_costs,customer_satisfaction,active_customers,new_customers,repeat_customers,refunds,support_tickets,avg_resolution_hours,employee_count,avg_salary,inventory_turnover,delivery_delay_days,co2_emissions_tons,energy_consumption_mwh,governance_score,environmental_score,social_score
2016-03-23,Europe,5479,660617,0.253,83139,84980,17372,221258,4.36,49993,1179,7975,353,1630,7.1,1255,6378,8.08,1.27,3779,403,89.7,93.3,52.9
2016-03-24,North America,7009,736426,0.402,186353,77213,32309,239294,4.81,31164,2281,7266,360,1061,3.2,756,6232,2.22,1.44,3285,3044,77.9,71.6,65.7
2016-03-25,Latin America,8415,505806,0.317,160062,83024,49829,364432,3.54,48020,897,13189,151,1913,7.1,1212,5562,6.56,0.89,4940,2635,83.8,58.9,89.6
2016-03-26,Europe,3227,491208,0.308,112087,26955,44047,338613,4.68,31199,2548,5106,379,1918,18.1,727,4595,3.82,1.82,1441,1726,77.9,59.8,83.6
2016-03-27,Europe,7825,369594,0.326,65151,46031,50261,314420,4.34,28982,1114,9747,103,453,10.1,660,4707,7.9,2.83,1327,600,86.5,91.2,68.6
2016-03-28,Europe,3356,304337,0.312,195176,30778,17225,197945,4.14,63060,2516,3384,109,1041,10.2,1236,5425,4.64,1.17,5367,2045,87.5,75.7,65.8
2016-03-29,Latin America,8449,350717,0.368,154635,74392,53529,262761,4.59,41062,1696,12622,79,1420,35.0,865,3103,5.03,0.52,2938,2785,87.3,92.8,66.4
2016-03-30,Europe,2880,659270,0.351,192828,44106,25478,303278,4.28,25230,2709,14234,135,1497,14.3,762,3942,3.02,1.23,1494,663,85.8,93.0,55.9
2016-03-31,Latin America,7907,668065,0.368,75209,29004,42719,159689,4.34,46430,3389,6805,383,951,17.8,810,7650,6.38,2.67,1330,1890,88.3,93.5,67.6
2016-04-01,Europe,6441,732880,0.405,79952,88987,52097,330823,3.63,50275,1531,8259,392,1416,28.0,955,7004,5.29,2.72,4137,2349,88.0,91.9,76.4
2016-04-02,Asia-Pacific,2841,294932,0.339,129743,68924,33640,223557,4.59,34251,3942,12612,197,951,14.9,419,7044,2.06,0.54,4597,1724,90.2,90.5,88.2
2016-04-03,North America,5951,641190,0.308,131979,21130,42757,367223,4.31,61499,2311,10453,79,1352,23.1,1168,6869,7.12,2.34,3199,2126,76.3,79.8,80.7
2016-04-04,Asia-Pacific,7782,741174,0.288,98235,73940,39987,119432,4.64,52883,716,7973,321,1172,21.9,882,4917,2.9,0.6,1745,963,91.1,93.1,78.7
2016-04-05,North America,8593,547859,0.33,135320,78413,31137,275010,3.8,37112,3335,10039,353,1384,11.9,1037,5267,5.68,2.68,1094,1408,62.6,86.8,53.0
2016-04-06,Latin America,4871,671482,0.421,162914,39665,18741,327551,3.76,47070,2552,9900,278,340,29.2,545,5185,5.77,1.53,5974,427,72.5,82.2,56.4
2016-04-07,Asia-Pacific,7399,301895,0.424,182630,70853,23122,300434,3.24,59919,486,13949,144,1817,33.7,450,7763,4.1,2.72,4579,1003,92.3,90.8,54.2
2016-04-08,Europe,7359,438180,0.403,148055,44628,50101,151122,4.51,41166,1599,14000,118,959,31.8,383,5309,3.6,0.41,5189,2197,74.5,87.3,58.6
2016-04-09,North America,5349,546758,0.304,64076,55534,17688,198024,3.76,41796,3333,8597,158,1058,17.0,851,7680,4.18,0.41,2180,813,90.2,70.3,84.8
2016-04-10,North America,8256,593654,0.385,162335,30386,29009,386596,3.76,62320,643,11773,111,1993,37.5,548,4587,4.79,2.82,2034,2098,79.4,66.2,77.9
2016-04-11,Asia-Pacific,6099,409554,0.381,200821,94871,13998,206132,4.37,53919,2800,5567,367,594,36.2,813,4105,8.54,2.36,4080,2613,69.0,61.0,69.9
2016-04-12,Latin America,7020,439416,0.361,112878,26168,26262,352133,3.63,28515,1295,7780,151,1619,12.1,1013,7524,6.68,0.61,3165,2469,63.4,93.0,50.5
2016-04-13,Asia-Pacific,6020,376605,0.376,117929,80900,53810,240676,4.75,60714,1311,11991,268,1502,6.7,1102,6445,8.76,2.69,749,1018,84.4,58.4,80.1
2016-04-14,Latin America,9075,495688,0.363,77694,21506,38274,196811,4.11,34562,961,8772,328,557,36.0,827,7566,2.59,2.59,4584,756,67.8,85.8,74.3
2016-04-15,Latin America,7165,425508,0.38,201602,30631,50610,252250,4.85,37894,2843,11687,180,1029,30.3,1171,7876,2.32,1.71,1643,935,80.2,70.5,53.7
2016-04-16,North America,5231,271674,0.415,109717,78683,41347,240712,3.33,58765,1325,8304,374,1772,13.8,1027,3970,2.41,0.66,2665,1690,73.7,73.7,81.5
2016-04-17,Asia-Pacific,5531,704297,0.275,166095,71499,23379,352434,3.77,64762,3926,6402,236,1991,13.6,1043,3586,8.01,1.38,4687,1610,83.5,59.8,62.1
2016-04-18,Asia-Pacific,2822,682062,0.422,114926,94331,38319,307856,3.85,57690,3653,14101,21,1630,14.2,1023,3717,7.84,1.74,5835,1071,81.8,59.7,71.8
2016-04-19,Latin America,5095,680842,0.281,187974,47623,52779,359026,4.44,41662,1694,10170,64,1443,34.7,1268,4292,5.07,0.79,3653,2962,81.3,69.0,64.3
2016-04-20,Asia-Pacific,5313,714628,0.265,184119,70612,52835,328435,3.56,29490,2095,9758,255,1319,11.1,1235,4824,5.05,2.6,1127,529,78.1,83.5,64.5
2016-04-21,Europe,2885,637756,0.474,151444,91090,34546,288027,3.84,54192,709,14129,383,1587,26.7,871,7324,4.99,2.53,2898,313,84.1,65.7,52.7
2016-04-22,Europe,4523,316604,0.47,123645,81160,53000,198515,4.75,37769,1183,12107,389,586,33.7,835,7039,8.61,0.27,6018,828,85.0,82.9,52.1
2016-04-23,Asia-Pacific,5530,346659,0.264,128008,34187,24509,371287,3.39,35976,718,8051,100,1874,16.7,561,6858,3.83,0.26,4367,2333,67.4,94.9,85.0
2016-04-24,Asia-Pacific,7128,553516,0.352,93552,81249,46545,347396,4.47,51773,2389,8065,334,1511,4.3,1105,4123,7.03,1.42,3705,1228,80.9,72.0,50.1
2016-04-25,Latin America,6521,445304,0.293,198658,25868,44173,200335,4.39,44846,561,13462,320,541,30.8,543,7513,2.77,2.79,3810,1313,60.5,92.4,62.9
2016-04-26,Europe,3463,634711,0.362,93446,85950,33701,184184,3.42,23070,3894,12292,196,1918,2.8,683,4214,3.83,2.35,5295,1103,78.1,58.2,92.8
2016-04-27,Europe,4550,496712,0.441,187970,28091,23318,176709,4.37,41322,3571,12396,340,504,33.6,653,5810,6.19,2.88,6057,2673,87.8,67.5,85.9
2016-04-28,North America,5684,661263,0.469,76764,38897,30839,356981,4.17,57305,2240,9100,325,955,15.7,466,6583,6.18,1.0,6183,2221,62.1,79.0,73.3
2016-04-29,Latin America,8003,553854,0.396,130402,89894,20020,223842,3.69,35219,2194,5726,198,578,32.5,595,6964,5.88,2.91,4207,1383,71.3,63.6,83.4
2016-04-30,North America,8686,305489,0.331,121531,34529,35028,325108,3.73,28071,1798,8611,307,694,22.7,817,7405,2.86,1.69,4951,509,61.3,69.9,92.5
2016-05-01,Europe,8407,629000,0.389,96697,22899,14453,189194,4.62,58211,1605,4173,181,771,15.7,1067,4841,7.28,1.91,3019,2159,79.8,73.1,92.3
2016-05-02,Latin America,6762,651799,0.322,70057,58434,26640,156477,3.59,44044,815,8192,399,1700,36.2,997,3832,6.98,0.84,4736,1308,92.4,82.0,70.1
2016-05-03,Asia-Pacific,6316,310471,0.459,113749,35407,43053,238062,4.07,53263,2054,13237,78,1269,31.1,1005,3220,6.77,1.49,3639,1990,71.3,63.7,64.5
2016-05-04,Latin America,2887,589576,0.45,119216,34543,32921,127195,4.36,60661,4061,12129,287,1316,5.1,1162,7225,2.91,2.32,4874,752,72.8,69.1,83.7
2016-05-05,Asia-Pacific,4360,426151,0.378,105032,69283,28898,246241,3.42,29385,790,4757,330,1648,37.4,775,6245,3.55,1.18,5734,2088,67.5,93.2,68.5
2016-05-06,Asia-Pacific,2875,359143,0.325,108962,86595,25091,322936,4.79,39824,2783,4667,93,1335,19.7,848,7093,8.38,0.4,5256,1825,85.8,65.6,57.0
2016-05-07,Latin America,6107,751096,0.317,127602,37832,47808,349098,3.64,35196,902,10006,97,1615,7.7,1275,3758,5.38,2.55,2989,733,77.7,84.4,58.7
2016-05-08,Asia-Pacific,3697,495612,0.258,108163,62393,29914,282293,3.74,51780,2120,3219,157,356,31.3,787,7163,4.93,0.29,680,2488,69.7,89.8,74.4
2016-05-09,North America,5310,528018,0.438,159444,88044,28285,214659,4.33,38357,2636,8632,263,1477,21.7,995,5194,8.11,0.47,5012,733,61.5,81.9,72.9
2016-05-10,Europe,7441,383384,0.354,83619,22234,42070,394500,3.33,57667,736,7105,312,1927,27.6,661,5515,4.06,1.98,3672,1745,89.8,86.5,70.9
2016-05-11,Asia-Pacific,4085,434016,0.325,171868,86416,14983,277187,4.27,37985,1784,9521,230,763,28.4,608,5052,7.78,2.07,1543,2402,84.2,94.4,66.7
2016-05-12,North America,2721,612550,0.358,104923,70558,18402,205752,4.76,27233,1265,7823,243,1261,9.5,1036,7680,5.09,1.74,3987,1138,94.2,68.3,64.6
2016-05-13,Asia-Pacific,8159,520279,0.438,105225,79774,29557,397374,3.62,66714,3213,5648,33,901,38.9,1201,7307,6.35,0.42,1439,1300,79.7,65.3,58.5
2016-05-14,Europe,4292,589326,0.279,137834,38882,47348,204934,3.82,48185,1127,4961,260,815,6.0,398,3446,4.55,2.38,4005,628,93.6,73.0,80.7
2016-05-15,North America,5912,327115,0.447,65741,27606,40722,194387,3.59,55418,1630,14292,337,1032,25.0,653,6635,8.41,1.87,5874,609,84.4,80.5,72.6
2016-05-16,Europe,3455,628868,0.456,116814,40987,37542,343380,4.59,47629,2704,5190,107,955,7.6,856,5416,2.74,2.08,1420,1790,75.1,59.3,66.6
2016-05-17,Europe,5643,525179,0.468,145423,38350,49146,240803,3.48,23514,2652,6860,223,321,35.3,724,7411,3.52,0.21,5523,2734,68.2,57.1,85.0
2016-05-18,North America,5376,612503,0.341,201832,82538,23797,174590,3.79,23535,3580,15321,304,1003,8.6,1272,3122,3.42,0.45,4100,1518,62.1,60.5,78.5
2016-05-19,North America,3293,298562,0.3,189817,90447,16106,244987,4.22,29224,2384,3419,320,1430,18.8,549,7474,3.82,2.22,1567,586,60.2,61.7,84.0
2016-05-20,North America,3485,595024,0.336,66404,89397,48386,328696,3.89,55932,4153,8911,234,625,5.3,1266,6667,5.18,2.1,4753,1054,89.1,56.6,79.0
2016-05-21,Latin America,5930,536855,0.327,77459,25742,38414,206811,3.31,39510,456,8375,381,1206,19.0,920,4939,2.82,0.76,4324,2249,81.8,78.7,78.1
2016-05-22,North America,3444,523104,0.291,194602,70969,43436,396503,4.81,42019,3521,4561,192,725,2.2,386,6174,2.27,1.61,2911,2117,66.5,78.2,68.5
2016-05-23,North America,6683,612464,0.39,78252,69013,17175,365266,3.77,55884,1764,12246,207,1562,18.9,1195,5720,5.96,1.07,3206,2399,84.0,74.2,62.6
2016-05-24,North America,9327,601287,0.36,126639,26610,38393,184461,3.96,67386,1340,9506,342,1664,28.1,1226,7499,5.51,1.95,2136,691,92.1,60.2,60.4
2016-05-25,North America,3074,271203,0.449,100337,26836,12732,276463,3.48,46592,1714,6416,117,1029,8.9,921,7656,4.38,2.43,4215,1044,62.0,92.9,90.4
2016-05-26,Asia-Pacific,4333,596701,0.257,128177,45836,53128,169685,4.67,49977,3047,10888,323,338,23.0,579,3300,3.19,0.73,4862,582,88.1,83.2,59.0
2016-05-27,Latin America,8959,483510,0.398,131383,79456,26700,328296,3.7,59951,3704,11105,218,1242,20.0,557,4526,2.82,2.02,1111,1629,89.2,59.1,80.3
2016-05-28,Europe,3696,425034,0.425,105828,47431,25015,259083,3.23,53886,2928,13788,366,1985,14.7,1086,5935,8.22,1.42,2717,2862,82.8,78.1,58.5
2016-05-29,North America,5989,395486,0.425,157403,46204,28559,225965,3.74,28548,2865,6569,100,329,27.5,1095,4399,5.04,0.74,4091,983,92.8,56.6,92.3
2016-05-30,Asia-Pacific,5409,400844,0.454,152172,35791,39933,276436,4.87,36969,1172,5094,353,1737,39.8,1263,5350,8.67,1.31,1238,2558,93.8,71.2,58.8
2016-05-31,Asia-Pacific,7871,358591,0.418,146814,34530,31517,320820,3.45,62383,1353,15254,184,460,37.6,917,7340,4.28,0.49,2447,2367,87.1,87.3,88.5
2016-06-01,Asia-Pacific,8682,587920,0.463,181269,88369,20959,167922,3.25,54108,2914,5521,151,915,38.9,892,5335,6.29,2.04,4594,2090,65.9,76.3,92.1
2016-06-02,Europe,9332,454053,0.327,82006,45712,39026,264092,4.18,51896,1501,11882,140,1993,2.8,1147,4052,5.97,2.99,5579,2166,62.9,58.8,59.3
2016-06-03,North America,9388,344392,0.366,125037,73325,16183,345928,3.83,62460,930,5292,136,608,11.7,761,7294,3.14,2.25,4545,2782,74.8,88.9,89.9
2016-06-04,Latin America,4232,724654,0.253,181350,23766,35866,215051,4.55,46917,2647,10112,258,1737,37.1,1154,4116,5.46,2.59,1394,1269,74.0,58.0,54.9
2016-06-05,Latin America,8271,363941,0.252,178635,58199,48798,191748,4.44,56217,1765,13282,273,433,3.8,772,6288,5.39,0.83,1508,1513,65.0,74.5,81.5
2016-06-06,Asia-Pacific,9578,418778,0.305,169347,34002,32712,165062,3.52,28575,3507,5525,226,865,15.9,959,7394,5.54,0.5,3819,1971,61.4,75.6,72.8
2016-06-07,Europe,5570,348418,0.273,76738,34222,43372,340843,4.16,26821,2909,5787,24,1658,26.8,1260,4471,4.11,0.21,1558,736,68.7,85.9,93.3
2016-06-08,Europe,8174,603247,0.31,153351,89533,33377,407265,3.26,58450,2218,11606,182,335,39.4,1084,4114,3.7,2.24,4407,1980,70.1,94.4,71.6
2016-06-09,Europe,9360,696956,0.291,171223,37510,32665,182311,3.95,54594,3922,8400,238,1130,12.5,624,6734,4.87,2.5,2234,2523,92.3,71.0,53.1
2016-06-10,Latin America,2731,570877,0.257,91411,90877,44988,317813,4.41,36430,3111,12763,182,1966,31.0,803,6387,8.46,0.73,1001,1681,94.3,80.6,55.7
2016-06-11,Asia-Pacific,7910,401663,0.459,64785,28626,34097,126183,3.91,59253,2305,6098,268,379,27.1,682,4309,5.99,1.54,850,1068,94.5,75.8,64.5
2016-06-12,North America,5352,580835,0.252,115467,85515,38381,334159,3.4,53489,3035,9346,374,1083,25.3,494,6334,5.28,1.84,4547,1738,88.4,58.2,71.1
2016-06-13,Latin America,6027,467577,0.419,194133,93474,23617,159837,3.3,56379,3043,3942,18,736,30.2,495,6813,3.37,2.88,3913,2535,87.0,86.9,93.1
2016-06-14,Asia-Pacific,9215,546370,0.285,80217,81588,20594,276805,4.65,34001,1559,4542,269,1286,11.6,1227,4822,8.48,2.76,4259,2723,92.8,75.9,71.8
2016-06-15,Asia-Pacific,7253,349070,0.46,80059,34508,42394,346437,4.72,25127,2487,5056,122,1443,14.9,810,6817,6.62,0.24,4716,1280,71.9,79.3,91.9
2016-06-16,North America,9208,627529,0.455,140053,42350,17146,121800,3.78,42008,2479,7821,216,1457,23.3,503,5066,8.92,0.34,3362,2116,78.8,68.5,91.1
2016-06-17,North America,5026,654114,0.4,98119,73983,46127,214060,3.48,66204,4054,9973,187,704,18.7,411,7147,3.18,2.88,5178,2543,80.6,91.6,57.6
2016-06-18,North America,8407,542612,0.405,107779,39551,19718,255667,4.86,32201,1129,6657,345,564,29.4,851,5798,4.73,0.36,1976,1866,80.1,82.5,91.4
2016-06-19,Europe,7109,500382,0.251,64015,21821,16230,222153,4.13,32732,3384,9907,233,532,32.4,982,4529,4.33,1.83,3424,2268,75.1,69.3,61.5
2016-06-20,North America,4445,321518,0.477,91203,67970,38758,128325,4.01,63219,3903,6095,143,746,22.1,1141,5552,4.33,0.42,5466,761,94.1,74.9,87.7
2016-06-21,Asia-Pacific,9049,517759,0.452,158188,31180,30460,253091,4.46,47506,1736,5265,14,726,17.0,813,6205,2.23,2.07,4170,2034,71.2,67.2,93.9
2016-06-22,North America,5295,596679,0.456,131106,24490,43941,315157,3.49,62803,3741,10989,194,1267,36.7,1082,7985,5.77,0.72,1627,1350,67.8,80.6,53.2
2016-06-23,Asia-Pacific,4317,701749,0.402,193195,79239,42838,134726,4.19,64473,850,10233,314,1351,30.5,1229,6282,6.26,0.3,4375,695,85.8,87.4,80.7
2016-06-24,Latin America,8087,503596,0.329,176847,79863,17921,267272,4.71,39507,3014,11356,92,1624,27.6,1269,6571,2.33,0.98,2118,1330,92.1,68.7,69.2
2016-06-25,Europe,5673,537403,0.456,185917,65637,49096,369344,3.24,28527,584,10628,231,1893,4.2,402,5188,8.16,1.69,5738,932,93.9,87.7,70.5
2016-06-26,Latin America,3669,494085,0.317,145623,86834,19803,211521,4.34,63362,1742,10911,213,1278,22.1,461,7603,3.41,1.7,1593,845,88.1,92.1,75.1
2016-06-27,Latin America,5389,526261,0.379,96212,61597,34475,310013,4.14,29294,2192,9467,78,328,6.6,582,7123,3.03,2.34,5065,473,73.4,70.8,92.5
2016-06-28,Asia-Pacific,8566,434286,0.273,163075,22092,35746,384479,4.82,33362,2822,9590,385,676,27.1,934,6076,3.26,0.37,1413,1866,88.5,64.2,78.4
2016-06-29,Latin America,7822,410827,0.462,69353,55158,21033,216295,3.64,46638,3261,6196,176,1636,13.4,486,4197,4.95,0.22,5838,1331,86.7,92.7,94.6
2016-06-30,Asia-Pacific,6396,438616,0.282,196940,87632,15072,380039,4.66,23988,3135,7896,21,332,30.1,453,3813,2.58,2.2,5260,918,74.1,57.2,93.4
2016-07-01,North America,3894,756310,0.302,181201,58727,21057,178138,3.73,28969,3270,2966,206,1308,31.6,735,5202,7.77,2.87,4575,2251,63.7,74.3,88.5
2016-07-02,North America,6478,452599,0.378,124862,48563,50120,233146,3.93,51715,2507,13024,63,1777,13.4,580,7853,6.76,0.74,1713,2403,89.9,86.2,81.5
2016-07-03,Asia-Pacific,4414,573970,0.426,121026,84768,13173,304495,3.56,36196,1012,14946,369,1259,39.1,741,4085,5.31,0.62,3283,542,70.7,56.8,60.4
2016-07-04,North America,8892,541094,0.392,180985,84739,49730,267212,4.67,46087,1928,11337,345,919,21.6,968,3195,5.5,1.16,5253,2293,64.0,80.6,75.8
2016-07-05,Europe,4113,758263,0.303,161200,90847,24045,221309,3.53,41812,818,8504,338,1199,10.3,850,7185,4.84,2.17,3167,2440,94.5,88.6,60.5
2016-07-06,Latin America,5918,720880,0.25,192054,49238,39284,285077,4.66,34695,441,12466,234,1824,31.5,764,6680,7.01,2.33,3622,1072,92.4,66.9,92.9
2016-07-07,Europe,7723,745766,0.424,204044,80156,47875,279386,3.97,64461,3035,14338,174,1595,30.9,398,3639,8.67,2.82,5468,1474,86.5,67.4,93.1
2016-07-08,Latin America,7660,593933,0.477,113644,66806,31389,230124,4.62,42984,1516,7521,186,800,17.7,1223,3395,5.87,2.45,4992,2169,62.4,56.4,65.0
2016-07-09,North America,5564,448789,0.436,193620,78889,38210,183619,3.65,39361,4103,4498,10,1198,27.0,1024,4484,5.94,0.28,938,2287,85.3,77.0,52.2
2016-07-10,Europe,2684,727732,0.356,135183,56328,24948,220655,3.43,41788,2023,9363,184,1156,2.8,1074,6540,5.66,0.78,4228,2087,83.1,57.5,87.3
2016-07-11,North America,4304,513325,0.458,197656,82968,19572,337677,4.14,32300,2327,3887,174,1002,13.1,953,4062,8.37,1.2,3588,2068,68.6,55.1,65.8
2016-07-12,Latin America,8002,539947,0.344,80800,79086,45786,215458,4.07,26121,1689,14031,146,1916,35.5,1024,5630,6.45,2.85,1226,2234,76.1,60.1,64.4
2016-07-13,Asia-Pacific,3960,571262,0.371,126923,94669,51488,325539,3.81,57135,1432,9653,283,1405,10.8,500,6536,8.12,1.9,5950,3009,93.8,72.4,76.1
2016-07-14,Asia-Pacific,8867,543754,0.36,130037,34412,22528,160042,4.33,32735,3752,6795,367,907,36.4,514,3076,6.09,2.99,5299,1710,60.6,84.9,50.0
2016-07-15,Europe,5920,650493,0.353,72698,67745,14428,165553,3.36,33501,3563,5945,350,1469,24.0,634,7887,6.89,1.09,1386,1612,76.4,82.0,66.9
2016-07-16,North America,5731,474380,0.428,102972,35022,53804,314512,4.26,57491,1028,7757,181,868,36.3,743,5860,6.59,2.78,5078,2589,80.4,67.5,68.7
2016-07-17,North America,3501,681885,0.371,94378,21391,22835,276024,3.56,54137,2700,4564,240,1029,7.0,713,5823,5.08,2.16,1761,1675,90.4,67.8,93.7
2016-07-18,Europe,6854,716413,0.323,113975,47087,46184,398354,3.42,43512,2559,5436,240,583,19.6,925,6527,2.96,2.68,1495,1765,84.7,81.3,57.1
2016-07-19,Asia-Pacific,5283,441372,0.309,68223,39866,47758,335308,4.75,42605,3200,11525,124,979,13.3,386,6201,4.95,2.78,4790,2387,63.5,83.3,56.8
2016-07-20,Latin America,9037,522598,0.259,92932,84510,29700,223524,3.98,61542,1245,12670,207,1218,35.7,974,3322,8.1,1.47,4561,2310,73.2,83.9,77.9
2016-07-21,Europe,4126,433755,0.384,102209,33601,18243,208029,4.5,37659,3510,10892,328,435,15.0,514,3665,6.59,2.64,1332,1665,64.4,61.3,53.5
2016-07-22,Latin America,5086,697031,0.303,183613,55143,20553,330634,3.35,50647,1602,10956,12,952,24.4,943,3549,8.6,2.95,4574,2032,92.6,57.6,77.9
2016-07-23,Asia-Pacific,5177,701435,0.284,179003,29843,21945,183113,3.3,36145,1745,8656,121,1495,33.5,602,6906,3.95,2.07,3784,613,84.2,75.2,68.3
2016-07-24,North America,3357,440354,0.4,176066,88005,30762,208278,4.04,52213,1334,5818,155,1188,10.7,648,6232,5.3,0.93,1044,2114,68.8,70.9,50.1
2016-07-25,Asia-Pacific,4373,363923,0.407,189980,80947,27082,124413,3.74,45957,2321,6060,285,1882,3.7,1262,4302,7.2,0.95,2127,2814,64.9,92.2,69.8
2016-07-26,Europe,6550,631452,0.423,70473,38638,42494,413266,3.21,61476,1959,7592,358,1333,20.8,1095,3358,2.93,2.31,3067,2675,64.3,55.2,83.2
2016-07-27,North America,3050,740586,0.366,82513,33760,41139,213303,3.51,46914,2052,7506,45,596,28.0,1014,5810,2.69,1.12,5491,993,77.9,87.4,56.0
2016-07-28,Europe,6106,566807,0.456,159301,38949,43392,199889,3.57,60108,2568,13280,217,1006,29.3,512,5031,7.27,1.35,4098,2658,69.2,94.7,58.3
2016-07-29,Europe,4220,468120,0.465,71749,42600,19186,370544,3.69,31557,1303,8064,13,629,17.9,1149,6591,6.66,1.67,3892,2473,93.9,89.0,60.6
2016-07-30,Asia-Pacific,7114,333300,0.436,124116,67543,18648,194852,4.69,65433,1943,4310,129,1756,5.0,432,6104,5.37,2.75,2501,1123,73.7,87.6,67.5
2016-07-31,Europe,7067,477535,0.396,156416,84590,37072,254706,3.92,65593,3481,3922,118,747,17.3,635,7527,2.47,2.19,3582,705,94.8,55.9,92.7
2016-08-01,Asia-Pacific,7672,421008,0.32,179559,63298,38832,378697,4.36,56360,1565,9334,87,314,6.6,1122,6424,6.39,1.01,3411,1234,90.1,89.6,53.2
2016-08-02,North America,7341,697738,0.476,183935,39661,50377,176118,3.23,46422,3360,14824,26,515,4.7,689,7396,6.68,0.57,2671,840,91.7,78.4,87.0
2016-08-03,Asia-Pacific,3125,331135,0.313,157171,92639,15891,319280,4.58,23207,3335,10021,236,1576,13.5,729,5122,4.1,1.01,2631,2815,73.6,81.2,86.0
2016-08-04,North America,2824,610215,0.297,156142,81762,29634,358902,3.61,40518,3884,8716,194,629,31.5,650,7338,2.63,1.13,4117,2347,64.3,70.9,71.0
2016-08-05,Asia-Pacific,3132,571813,0.352,173639,29073,41335,370004,3.73,51855,2923,4007,236,863,31.2,785,3280,5.53,2.25,2347,2047,89.4,92.8,56.1
2016-08-06,Latin America,7552,536677,0.263,136323,30044,53587,374972,3.28,23392,1745,7872,58,1753,25.1,997,7622,5.4,1.39,3549,524,60.2,75.9,77.5
2016-08-07,Latin America,8467,657317,0.475,146702,61390,50189,175963,3.9,34608,2763,5116,118,1382,33.4,539,3521,4.07,2.99,1884,2415,75.7,79.7,82.6
2016-08-08,Europe,3893,536767,0.385,94271,84139,33505,393376,4.65,43889,3095,14387,190,475,21.0,549,6169,5.95,0.3,1607,2082,65.1,63.4,57.0
2016-08-09,Asia-Pacific,4605,518104,0.378,152828,90447,16781,185158,3.84,53621,3388,5537,381,1697,11.3,1027,7308,6.26,1.19,3826,2010,91.6,77.3,81.5
2016-08-10,Asia-Pacific,6960,500338,0.401,199304,23624,50221,138651,4.74,25898,1477,3738,19,594,23.7,953,4848,8.46,0.44,3552,729,90.4,63.8,91.4
2016-08-11,North America,8129,697193,0.364,90889,31260,33221,301811,4.67,39259,3385,4826,385,1961,37.1,651,5551,7.42,1.2,3973,1766,64.8,59.6,58.5
2016-08-12,Europe,4826,675896,0.257,70911,91418,45195,376555,3.31,64933,965,9976,132,1877,3.4,999,6303,7.66,1.41,1095,1923,79.3,75.6,55.7
2016-08-13,Asia-Pacific,9640,687382,0.391,123232,83766,39537,338038,3.72,43700,1203,10587,85,606,38.7,1158,5176,3.3,2.7,4168,903,68.2,88.8,80.0
2016-08-14,Europe,3457,403279,0.415,184456,67966,33726,387785,4.75,52913,2233,10518,132,1671,30.3,858,3045,5.21,1.39,5285,1639,78.0,90.1,71.7
2016-08-15,Latin America,5862,271566,0.346,73367,53365,22391,382404,3.25,54446,3938,5005,146,660,28.1,1209,3954,3.45,0.27,2090,1962,94.2,92.5,88.4
2016-08-16,Asia-Pacific,4116,682633,0.424,81984,93767,37035,349454,4.5,50948,1010,12451,99,1389,25.3,1205,5509,3.31,2.87,5362,1060,68.1,92.5,73.2
2016-08-17,Asia-Pacific,3730,487780,0.302,178405,27723,17401,397620,4.74,31343,1213,3845,158,869,11.8,780,7540,5.54,0.61,1405,1267,62.3,93.7,86.9
2016-08-18,Europe,6844,475561,0.301,197151,57267,53305,178425,4.51,31474,388,3681,10,938,35.7,722,3978,3.96,2.37,3257,834,68.9,83.9,67.8
2016-08-19,Asia-Pacific,4519,477584,0.287,121659,59962,15236,323302,4.46,52885,1525,11678,220,815,38.9,998,5823,3.5,0.76,4670,1576,94.4,59.5,58.8
2016-08-20,Europe,3516,469752,0.336,137742,56001,16992,123061,4.63,28179,3867,12522,15,534,37.1,981,7648,7.08,2.79,5144,1475,62.9,79.7,66.9
2016-08-21,Asia-Pacific,7410,274118,0.445,159907,43252,31230,388875,4.33,53444,1279,7487,376,732,6.1,388,3640,2.24,0.83,1431,2299,61.3,79.4,66.2
2016-08-22,North America,4690,601431,0.44,203387,53582,21244,418392,3.92,35122,3604,13778,155,686,30.0,405,7206,7.26,2.59,5723,2744,65.3,59.3,63.5
2016-08-23,Europe,2921,682470,0.338,191880,32749,13945,218960,3.31,27988,3242,3899,110,1355,23.2,950,7320,8.29,1.36,4645,1724,88.2,83.1,60.5
2016-08-24,Asia-Pacific,3678,344084,0.385,77744,85889,48965,249447,4.54,41476,1236,14256,209,1317,32.0,1108,4140,6.93,1.45,2025,873,76.5,71.6,67.4
2016-08-25,Latin America,5868,599425,0.416,117245,71116,22513,369835,4.74,32413,3399,12063,334,1897,15.4,701,5465,3.35,1.96,2010,436,71.8,57.8,93.7
2016-08-26,Asia-Pacific,8978,307523,0.305,112602,32305,49291,260311,4.07,55325,3505,5633,241,525,38.4,918,3387,7.15,1.56,3904,1506,83.0,92.4,72.1
2016-08-27,Latin America,6721,585856,0.289,99154,30081,50949,277628,4.11,36782,2494,4508,116,443,13.9,837,5896,5.51,1.14,3850,2929,63.4,62.7,56.2
2016-08-28,Latin America,3704,614784,0.474,122368,22575,46376,166925,3.89,30557,1212,4568,221,1775,30.0,799,5470,6.47,0.88,4719,535,84.4,60.0,60.6
